Date,Time,Transaction,Item,Dni,Ind,hms.Hodiny..hour,hms.Hodiny..minute,Mesiace,Roky,Polozky
2016-11-25,11:48:09,2027,Coffee,Piatok,5,11,48,11,2016,Napoje
2016-11-25,11:48:09,2027,Sandwich,Piatok,5,11,48,11,2016,PecivoNesl
2016-11-25,12:09:10,2028,Coffee,Piatok,5,12,9,11,2016,Napoje
2016-11-25,12:10:32,2029,Coffee,Piatok,5,12,10,11,2016,Napoje
2016-11-25,12:10:32,2029,Coffee,Piatok,5,12,10,11,2016,Napoje
2016-11-25,12:11:20,2030,Bread,Piatok,5,12,11,11,2016,PecivoNesl
2016-11-25,12:12:04,2031,Coffee,Piatok,5,12,12,11,2016,Napoje
2016-11-25,12:12:04,2031,Bread,Piatok,5,12,12,11,2016,PecivoNesl
2016-11-25,12:12:04,2031,NONE,Piatok,5,12,12,11,2016,OstatnePolozky
2016-11-25,12:18:27,2032,NONE,Piatok,5,12,18,11,2016,OstatnePolozky
2016-11-25,12:21:22,2033,Coffee,Piatok,5,12,21,11,2016,Napoje
2016-11-25,12:27:02,2034,NONE,Piatok,5,12,27,11,2016,OstatnePolozky
2016-11-25,12:27:02,2034,Tea,Piatok,5,12,27,11,2016,Napoje
2016-11-25,12:28:41,2035,Sandwich,Piatok,5,12,28,11,2016,PecivoNesl
2016-11-25,12:28:41,2035,Bread,Piatok,5,12,28,11,2016,PecivoNesl
2016-11-25,12:42:26,2036,Tea,Piatok,5,12,42,11,2016,Napoje
2016-11-25,12:42:26,2036,NONE,Piatok,5,12,42,11,2016,OstatnePolozky
2016-11-25,12:42:26,2036,Art Tray,Piatok,5,12,42,11,2016,Sladkosti
2016-11-25,12:44:39,2037,Bread,Piatok,5,12,44,11,2016,PecivoNesl
2016-11-25,12:52:56,2038,Coffee,Piatok,5,12,52,11,2016,Napoje
2016-11-25,12:52:56,2038,Cake,Piatok,5,12,52,11,2016,Sladkosti
2016-11-25,12:55:03,2039,Mineral water,Piatok,5,12,55,11,2016,Napoje
2016-11-25,15:54:11,2060,NONE,Piatok,5,15,54,11,2016,OstatnePolozky
2016-11-25,16:02:01,2061,Coffee,Piatok,5,16,2,11,2016,Napoje
2016-11-25,16:02:01,2061,Medialuna,Piatok,5,16,2,11,2016,Sladkosti
2016-11-25,16:07:57,2062,Medialuna,Piatok,5,16,7,11,2016,Sladkosti
2016-11-25,16:16:15,2063,Coffee,Piatok,5,16,16,11,2016,Napoje
2016-11-25,16:16:15,2063,Bread,Piatok,5,16,16,11,2016,PecivoNesl
2016-11-25,16:16:15,2063,Pastry,Piatok,5,16,16,11,2016,OstatnePolozky
2016-11-25,16:16:15,2063,Medialuna,Piatok,5,16,16,11,2016,Sladkosti
2016-11-25,17:10:20,2065,Tea,Piatok,5,17,10,11,2016,Napoje
2016-11-25,17:10:20,2065,Alfajores,Piatok,5,17,10,11,2016,Sladkosti
2016-11-25,17:10:20,2065,Cake,Piatok,5,17,10,11,2016,Sladkosti
2016-11-25,17:12:09,2066,Tea,Piatok,5,17,12,11,2016,Napoje
2016-11-25,17:12:09,2066,Brownie,Piatok,5,17,12,11,2016,Sladkosti
2016-11-25,17:12:09,2066,Alfajores,Piatok,5,17,12,11,2016,Sladkosti
2016-11-25,17:12:09,2066,Pastry,Piatok,5,17,12,11,2016,OstatnePolozky
2016-11-25,17:12:09,2066,Bread,Piatok,5,17,12,11,2016,PecivoNesl
2016-11-25,17:15:19,2067,Medialuna,Piatok,5,17,15,11,2016,Sladkosti
2016-11-25,17:15:19,2067,Pastry,Piatok,5,17,15,11,2016,OstatnePolozky
2016-11-25,17:19:52,2068,Brownie,Piatok,5,17,19,11,2016,Sladkosti
2016-11-25,14:14:53,2052,Bread,Piatok,5,14,14,11,2016,PecivoNesl
2016-11-25,14:32:37,2053,Tea,Piatok,5,14,32,11,2016,Napoje
2016-11-25,14:32:37,2053,NONE,Piatok,5,14,32,11,2016,OstatnePolozky
2016-11-25,14:33:06,2054,Tea,Piatok,5,14,33,11,2016,Napoje
2016-11-25,14:48:17,2055,Bread,Piatok,5,14,48,11,2016,PecivoNesl
2016-11-25,14:48:17,2055,Pastry,Piatok,5,14,48,11,2016,OstatnePolozky
2016-11-25,15:31:28,2057,Coffee,Piatok,5,15,31,11,2016,Napoje
2016-11-25,15:31:28,2057,Tea,Piatok,5,15,31,11,2016,Napoje
2016-11-25,15:31:54,2058,Bread,Piatok,5,15,31,11,2016,PecivoNesl
2016-11-25,15:31:54,2058,Brownie,Piatok,5,15,31,11,2016,Sladkosti
2016-11-25,15:53:37,2059,Alfajores,Piatok,5,15,53,11,2016,Sladkosti
2016-11-25,15:53:37,2059,Alfajores,Piatok,5,15,53,11,2016,Sladkosti
2016-11-25,15:53:37,2059,Bread,Piatok,5,15,53,11,2016,PecivoNesl
2016-11-25,14:13:06,2051,Bread,Piatok,5,14,13,11,2016,PecivoNesl
2016-11-25,14:13:06,2051,Jam,Piatok,5,14,13,11,2016,OstatnePolozky
2016-11-25,14:14:53,2052,Coffee,Piatok,5,14,14,11,2016,Napoje
2016-11-25,14:14:53,2052,Sandwich,Piatok,5,14,14,11,2016,PecivoNesl
2016-11-25,12:55:03,2039,Coffee,Piatok,5,12,55,11,2016,Napoje
2016-11-25,12:55:03,2039,NONE,Piatok,5,12,55,11,2016,OstatnePolozky
2016-11-25,12:56:57,2040,NONE,Piatok,5,12,56,11,2016,OstatnePolozky
2016-11-25,12:56:57,2040,Mineral water,Piatok,5,12,56,11,2016,Napoje
2016-11-25,12:58:15,2041,Tartine,Piatok,5,12,58,11,2016,OstatnePolozky
2016-11-25,13:57:31,2050,NONE,Piatok,5,13,57,11,2016,OstatnePolozky
2016-11-25,13:40:22,2049,NONE,Piatok,5,13,40,11,2016,OstatnePolozky
2016-11-25,13:57:31,2050,Mineral water,Piatok,5,13,57,11,2016,Napoje
2016-11-25,14:13:06,2051,Sandwich,Piatok,5,14,13,11,2016,PecivoNesl
2016-11-25,13:02:09,2042,NONE,Piatok,5,13,2,11,2016,OstatnePolozky
2016-11-25,13:02:09,2042,Coffee,Piatok,5,13,2,11,2016,Napoje
2016-11-25,13:40:22,2049,Bread,Piatok,5,13,40,11,2016,PecivoNesl
2016-11-25,13:04:15,2043,Bread,Piatok,5,13,4,11,2016,PecivoNesl
2016-11-25,13:04:15,2043,Coffee,Piatok,5,13,4,11,2016,Napoje
2016-11-25,13:07:26,2044,Bread,Piatok,5,13,7,11,2016,PecivoNesl
2016-11-25,13:38:40,2048,Juice,Piatok,5,13,38,11,2016,Napoje
2016-11-25,13:38:40,2048,NONE,Piatok,5,13,38,11,2016,OstatnePolozky
2016-11-25,13:37:45,2047,NONE,Piatok,5,13,37,11,2016,OstatnePolozky
2016-11-25,13:12:29,2045,Sandwich,Piatok,5,13,12,11,2016,PecivoNesl
2016-11-25,13:12:29,2045,Hot chocolate,Piatok,5,13,12,11,2016,Napoje
2016-11-25,13:12:29,2045,NONE,Piatok,5,13,12,11,2016,OstatnePolozky
2016-11-25,13:12:29,2045,Bread,Piatok,5,13,12,11,2016,PecivoNesl
2016-11-26,16:47:49,2156,Coffee,Sobota,6,16,47,11,2016,Napoje
2016-11-26,16:47:49,2156,Coffee,Sobota,6,16,47,11,2016,Napoje
2016-11-26,16:50:05,2157,Coffee,Sobota,6,16,50,11,2016,Napoje
2016-11-26,16:50:05,2157,Alfajores,Sobota,6,16,50,11,2016,Sladkosti
2016-11-26,14:54:40,2146,Coffee,Sobota,6,14,54,11,2016,Napoje
2016-11-26,14:56:01,2147,Alfajores,Sobota,6,14,56,11,2016,Sladkosti
2016-11-26,14:56:01,2147,Bread,Sobota,6,14,56,11,2016,PecivoNesl
2016-11-26,14:56:01,2147,Tea,Sobota,6,14,56,11,2016,Napoje
2016-11-26,15:31:47,2148,Sandwich,Sobota,6,15,31,11,2016,PecivoNesl
2016-11-26,15:31:47,2148,Medialuna,Sobota,6,15,31,11,2016,Sladkosti
2016-11-26,15:31:47,2148,Tea,Sobota,6,15,31,11,2016,Napoje
2016-11-26,15:31:47,2148,Coffee,Sobota,6,15,31,11,2016,Napoje
2016-11-26,15:34:36,2149,Bread,Sobota,6,15,34,11,2016,PecivoNesl
2016-11-26,15:34:36,2149,Tea,Sobota,6,15,34,11,2016,Napoje
2016-11-26,15:34:36,2149,Alfajores,Sobota,6,15,34,11,2016,Sladkosti
2016-11-26,15:34:36,2149,Medialuna,Sobota,6,15,34,11,2016,Sladkosti
2016-11-26,15:44:34,2150,Bread,Sobota,6,15,44,11,2016,PecivoNesl
2016-11-26,15:44:34,2150,Muffin,Sobota,6,15,44,11,2016,Sladkosti
2016-11-26,15:44:34,2150,Coffee,Sobota,6,15,44,11,2016,Napoje
2016-11-26,13:57:23,2135,Coffee,Sobota,6,13,57,11,2016,Napoje
2016-11-26,13:57:23,2135,Bread,Sobota,6,13,57,11,2016,PecivoNesl
2016-11-26,13:57:23,2135,NONE,Sobota,6,13,57,11,2016,OstatnePolozky
2016-11-26,13:57:23,2135,Sandwich,Sobota,6,13,57,11,2016,PecivoNesl
2016-11-26,14:09:08,2136,Hot chocolate,Sobota,6,14,9,11,2016,Napoje
2016-11-26,14:09:08,2136,Tea,Sobota,6,14,9,11,2016,Napoje
2016-11-26,14:13:58,2137,Muffin,Sobota,6,14,13,11,2016,Sladkosti
2016-11-26,14:14:31,2138,Sandwich,Sobota,6,14,14,11,2016,PecivoNesl
2016-11-26,14:14:31,2138,Coffee,Sobota,6,14,14,11,2016,Napoje
2016-11-26,14:21:26,2139,NONE,Sobota,6,14,21,11,2016,OstatnePolozky
2016-11-26,14:22:18,2140,Bread,Sobota,6,14,22,11,2016,PecivoNesl
2016-11-26,14:25:35,2141,NONE,Sobota,6,14,25,11,2016,OstatnePolozky
2016-11-26,14:25:35,2141,Muffin,Sobota,6,14,25,11,2016,Sladkosti
2016-11-26,14:25:35,2141,Coffee,Sobota,6,14,25,11,2016,Napoje
2016-11-26,14:27:39,2142,Coffee,Sobota,6,14,27,11,2016,Napoje
2016-11-26,14:27:39,2142,Coffee,Sobota,6,14,27,11,2016,Napoje
2016-11-26,14:27:39,2142,Pastry,Sobota,6,14,27,11,2016,OstatnePolozky
2016-11-26,14:27:39,2142,Cake,Sobota,6,14,27,11,2016,Sladkosti
2016-11-26,14:29:48,2143,Tea,Sobota,6,14,29,11,2016,Napoje
2016-11-26,14:29:48,2143,Hot chocolate,Sobota,6,14,29,11,2016,Napoje
2016-11-26,14:29:48,2143,Cookies,Sobota,6,14,29,11,2016,Sladkosti
2016-11-26,14:29:48,2143,Cake,Sobota,6,14,29,11,2016,Sladkosti
2016-11-26,14:38:24,2144,Cake,Sobota,6,14,38,11,2016,Sladkosti
2016-11-26,14:47:30,2145,Sandwich,Sobota,6,14,47,11,2016,PecivoNesl
2016-11-26,14:47:30,2145,Bread,Sobota,6,14,47,11,2016,PecivoNesl
2016-11-26,14:54:40,2146,Bakewell,Sobota,6,14,54,11,2016,OstatnePolozky
2016-11-26,15:46:40,2151,Hot chocolate,Sobota,6,15,46,11,2016,Napoje
2016-11-26,15:46:40,2151,Bread,Sobota,6,15,46,11,2016,PecivoNesl
2016-11-26,15:46:40,2151,Muffin,Sobota,6,15,46,11,2016,Sladkosti
2016-11-26,15:46:40,2151,Coffee,Sobota,6,15,46,11,2016,Napoje
2016-11-26,15:46:40,2151,Pastry,Sobota,6,15,46,11,2016,OstatnePolozky
2016-11-26,16:07:29,2152,Tea,Sobota,6,16,7,11,2016,Napoje
2016-11-26,16:07:29,2152,Alfajores,Sobota,6,16,7,11,2016,Sladkosti
2016-11-26,16:08:28,2153,Bakewell,Sobota,6,16,8,11,2016,OstatnePolozky
2016-11-26,16:08:28,2153,Cake,Sobota,6,16,8,11,2016,Sladkosti
2016-11-26,16:19:19,2154,Focaccia,Sobota,6,16,19,11,2016,OstatnePolozky
2016-11-26,16:34:53,2155,NONE,Sobota,6,16,34,11,2016,OstatnePolozky
2016-11-26,16:34:53,2155,Tea,Sobota,6,16,34,11,2016,Napoje
2016-11-26,16:34:53,2155,Pastry,Sobota,6,16,34,11,2016,OstatnePolozky
2016-11-26,16:34:53,2155,Bakewell,Sobota,6,16,34,11,2016,OstatnePolozky
2016-11-26,16:47:49,2156,NONE,Sobota,6,16,47,11,2016,OstatnePolozky
2016-11-26,16:47:49,2156,Alfajores,Sobota,6,16,47,11,2016,Sladkosti
2016-11-26,16:47:49,2156,Alfajores,Sobota,6,16,47,11,2016,Sladkosti
2016-11-26,16:47:49,2156,Coffee,Sobota,6,16,47,11,2016,Napoje
2016-11-26,13:45:25,2134,Scandinavian,Sobota,6,13,45,11,2016,PecivoNesl
2016-11-26,08:29:14,2069,Bread,Sobota,6,8,29,11,2016,PecivoNesl
2016-11-26,08:47:27,2070,Coffee,Sobota,6,8,47,11,2016,Napoje
2016-11-26,08:50:14,2071,Bread,Sobota,6,8,50,11,2016,PecivoNesl
2016-11-26,08:50:14,2071,Coffee,Sobota,6,8,50,11,2016,Napoje
2016-11-26,08:50:14,2071,Bread,Sobota,6,8,50,11,2016,PecivoNesl
2016-11-26,09:03:00,2072,Bread,Sobota,6,9,3,11,2016,PecivoNesl
2016-11-26,09:15:06,2073,Bread,Sobota,6,9,15,11,2016,PecivoNesl
2016-11-26,09:15:06,2073,Coffee,Sobota,6,9,15,11,2016,Napoje
2016-11-26,09:15:06,2073,Medialuna,Sobota,6,9,15,11,2016,Sladkosti
2016-11-26,09:27:29,2074,Bread,Sobota,6,9,27,11,2016,PecivoNesl
2016-11-26,09:28:40,2075,Bread,Sobota,6,9,28,11,2016,PecivoNesl
2016-11-26,09:32:45,2076,Pastry,Sobota,6,9,32,11,2016,OstatnePolozky
2016-11-26,09:52:43,2077,NONE,Sobota,6,9,52,11,2016,OstatnePolozky
2016-11-26,09:52:43,2077,Bread,Sobota,6,9,52,11,2016,PecivoNesl
2016-11-26,09:55:05,2078,Farm House,Sobota,6,9,55,11,2016,OstatnePolozky
2016-11-26,09:57:45,2079,Medialuna,Sobota,6,9,57,11,2016,Sladkosti
2016-11-26,09:57:45,2079,Scandinavian,Sobota,6,9,57,11,2016,PecivoNesl
2016-11-26,09:57:45,2079,Coffee,Sobota,6,9,57,11,2016,Napoje
2016-11-26,10:05:00,2080,Coffee,Sobota,6,10,5,11,2016,Napoje
2016-11-26,10:08:42,2081,Coffee,Sobota,6,10,8,11,2016,Napoje
2016-11-26,10:18:21,2082,Bread,Sobota,6,10,18,11,2016,PecivoNesl
2016-11-26,10:18:21,2082,Medialuna,Sobota,6,10,18,11,2016,Sladkosti
2016-11-26,10:20:35,2083,Cake,Sobota,6,10,20,11,2016,Sladkosti
2016-11-26,10:22:02,2084,Muffin,Sobota,6,10,22,11,2016,Sladkosti
2016-11-26,10:22:02,2084,Coffee,Sobota,6,10,22,11,2016,Napoje
2016-11-26,10:23:47,2085,Bread,Sobota,6,10,23,11,2016,PecivoNesl
2016-11-26,10:24:26,2086,Scandinavian,Sobota,6,10,24,11,2016,PecivoNesl
2016-11-26,10:27:41,2087,Muffin,Sobota,6,10,27,11,2016,Sladkosti
2016-11-26,10:30:16,2088,Scandinavian,Sobota,6,10,30,11,2016,PecivoNesl
2016-11-26,10:31:30,2089,Coffee,Sobota,6,10,31,11,2016,Napoje
2016-11-26,10:32:22,2090,Bread,Sobota,6,10,32,11,2016,PecivoNesl
2016-11-26,10:33:34,2091,Bread,Sobota,6,10,33,11,2016,PecivoNesl
2016-11-26,10:35:00,2092,Coffee,Sobota,6,10,35,11,2016,Napoje
2016-11-26,10:35:00,2092,Medialuna,Sobota,6,10,35,11,2016,Sladkosti
2016-11-26,10:36:58,2093,Bread,Sobota,6,10,36,11,2016,PecivoNesl
2016-11-26,10:40:28,2094,Medialuna,Sobota,6,10,40,11,2016,Sladkosti
2016-11-26,10:40:28,2094,Bread,Sobota,6,10,40,11,2016,PecivoNesl
2016-11-26,10:40:28,2094,Tea,Sobota,6,10,40,11,2016,Napoje
2016-11-26,10:40:28,2094,Coffee,Sobota,6,10,40,11,2016,Napoje
2016-11-26,10:40:28,2094,NONE,Sobota,6,10,40,11,2016,OstatnePolozky
2016-11-26,10:42:19,2095,Bread,Sobota,6,10,42,11,2016,PecivoNesl
2016-11-26,10:47:12,2096,Cake,Sobota,6,10,47,11,2016,Sladkosti
2016-11-26,10:47:12,2096,Muffin,Sobota,6,10,47,11,2016,Sladkosti
2016-11-26,10:47:12,2096,Muffin,Sobota,6,10,47,11,2016,Sladkosti
2016-11-26,10:47:12,2096,Jam,Sobota,6,10,47,11,2016,OstatnePolozky
2016-11-26,10:48:06,2097,Bread,Sobota,6,10,48,11,2016,PecivoNesl
2016-11-26,10:48:06,2097,Pastry,Sobota,6,10,48,11,2016,OstatnePolozky
2016-11-26,10:51:19,2098,Coffee,Sobota,6,10,51,11,2016,Napoje
2016-11-26,10:56:41,2099,Coffee,Sobota,6,10,56,11,2016,Napoje
2016-11-26,10:57:04,2100,Scandinavian,Sobota,6,10,57,11,2016,PecivoNesl
2016-11-26,10:59:13,2101,Scandinavian,Sobota,6,10,59,11,2016,PecivoNesl
2016-11-26,11:01:12,2102,Pastry,Sobota,6,11,1,11,2016,OstatnePolozky
2016-11-26,11:01:12,2102,Medialuna,Sobota,6,11,1,11,2016,Sladkosti
2016-11-26,11:01:12,2102,Coffee,Sobota,6,11,1,11,2016,Napoje
2016-11-26,11:02:59,2103,Medialuna,Sobota,6,11,2,11,2016,Sladkosti
2016-11-26,11:02:59,2103,Pastry,Sobota,6,11,2,11,2016,OstatnePolozky
2016-11-26,11:02:59,2103,Bread,Sobota,6,11,2,11,2016,PecivoNesl
2016-11-26,11:02:59,2103,Coffee,Sobota,6,11,2,11,2016,Napoje
2016-11-26,11:06:13,2104,NONE,Sobota,6,11,6,11,2016,OstatnePolozky
2016-11-26,11:06:13,2104,Medialuna,Sobota,6,11,6,11,2016,Sladkosti
2016-11-26,11:06:13,2104,Bread,Sobota,6,11,6,11,2016,PecivoNesl
2016-11-26,11:15:37,2105,Coffee,Sobota,6,11,15,11,2016,Napoje
2016-11-26,11:15:37,2105,Tea,Sobota,6,11,15,11,2016,Napoje
2016-11-26,11:15:37,2105,Pastry,Sobota,6,11,15,11,2016,OstatnePolozky
2016-11-26,11:17:16,2106,Coffee,Sobota,6,11,17,11,2016,Napoje
2016-11-26,11:27:56,2107,Juice,Sobota,6,11,27,11,2016,Napoje
2016-11-26,11:34:49,2108,Coffee,Sobota,6,11,34,11,2016,Napoje
2016-11-26,11:34:49,2108,Coffee,Sobota,6,11,34,11,2016,Napoje
2016-11-26,11:39:49,2109,Muffin,Sobota,6,11,39,11,2016,Sladkosti
2016-11-26,11:39:49,2109,Cake,Sobota,6,11,39,11,2016,Sladkosti
2016-11-26,11:39:49,2109,Pastry,Sobota,6,11,39,11,2016,OstatnePolozky
2016-11-26,11:39:49,2109,Tea,Sobota,6,11,39,11,2016,Napoje
2016-11-26,11:39:49,2109,Coffee,Sobota,6,11,39,11,2016,Napoje
2016-11-26,11:39:49,2109,Coffee,Sobota,6,11,39,11,2016,Napoje
2016-11-26,11:40:55,2110,Hot chocolate,Sobota,6,11,40,11,2016,Napoje
2016-11-26,11:47:21,2111,Muffin,Sobota,6,11,47,11,2016,Sladkosti
2016-11-26,11:53:54,2112,Tartine,Sobota,6,11,53,11,2016,OstatnePolozky
2016-11-26,11:53:54,2112,NONE,Sobota,6,11,53,11,2016,OstatnePolozky
2016-11-26,11:53:54,2112,Juice,Sobota,6,11,53,11,2016,Napoje
2016-11-26,11:53:54,2112,Bread,Sobota,6,11,53,11,2016,PecivoNesl
2016-11-26,11:53:54,2112,Coffee,Sobota,6,11,53,11,2016,Napoje
2016-11-26,11:55:23,2113,Coffee,Sobota,6,11,55,11,2016,Napoje
2016-11-26,11:55:23,2113,Fudge,Sobota,6,11,55,11,2016,OstatnePolozky
2016-11-26,12:00:24,2114,Coffee,Sobota,6,12,0,11,2016,Napoje
2016-11-26,12:00:24,2114,Bread,Sobota,6,12,0,11,2016,PecivoNesl
2016-11-26,12:13:05,2115,Bread,Sobota,6,12,13,11,2016,PecivoNesl
2016-11-26,12:16:32,2116,NONE,Sobota,6,12,16,11,2016,OstatnePolozky
2016-11-26,12:16:32,2116,Coffee,Sobota,6,12,16,11,2016,Napoje
2016-11-26,12:16:32,2116,Tea,Sobota,6,12,16,11,2016,Napoje
2016-11-26,12:18:07,2117,Coffee,Sobota,6,12,18,11,2016,Napoje
2016-11-26,12:18:07,2117,NONE,Sobota,6,12,18,11,2016,OstatnePolozky
2016-11-26,12:18:07,2117,Sandwich,Sobota,6,12,18,11,2016,PecivoNesl
2016-11-26,12:30:57,2118,Coffee,Sobota,6,12,30,11,2016,Napoje
2016-11-26,12:30:57,2118,Coke,Sobota,6,12,30,11,2016,Napoje
2016-11-26,12:30:57,2118,Sandwich,Sobota,6,12,30,11,2016,PecivoNesl
2016-11-26,12:33:01,2119,Scandinavian,Sobota,6,12,33,11,2016,PecivoNesl
2016-11-26,12:33:23,2120,Tea,Sobota,6,12,33,11,2016,Napoje
2016-11-26,12:33:23,2120,Muffin,Sobota,6,12,33,11,2016,Sladkosti
2016-11-26,12:35:13,2121,Bread,Sobota,6,12,35,11,2016,PecivoNesl
2016-11-26,12:35:13,2121,Scandinavian,Sobota,6,12,35,11,2016,PecivoNesl
2016-11-26,12:58:29,2122,Coffee,Sobota,6,12,58,11,2016,Napoje
2016-11-26,12:58:29,2122,Coffee,Sobota,6,12,58,11,2016,Napoje
2016-11-26,13:11:47,2123,Coffee,Sobota,6,13,11,11,2016,Napoje
2016-11-26,13:11:47,2123,The Nomad,Sobota,6,13,11,11,2016,OstatnePolozky
2016-11-26,13:11:47,2123,Tartine,Sobota,6,13,11,11,2016,OstatnePolozky
2016-11-26,13:12:49,2124,Coffee,Sobota,6,13,12,11,2016,Napoje
2016-11-26,13:12:49,2124,Coffee,Sobota,6,13,12,11,2016,Napoje
2016-11-26,13:12:49,2124,Sandwich,Sobota,6,13,12,11,2016,PecivoNesl
2016-11-26,13:13:51,2125,Coffee,Sobota,6,13,13,11,2016,Napoje
2016-11-26,13:13:51,2125,Alfajores,Sobota,6,13,13,11,2016,Sladkosti
2016-11-26,13:17:01,2126,Coffee,Sobota,6,13,17,11,2016,Napoje
2016-11-26,13:17:01,2126,Tea,Sobota,6,13,17,11,2016,Napoje
2016-11-26,13:20:06,2127,Scandinavian,Sobota,6,13,20,11,2016,PecivoNesl
2016-11-26,13:21:09,2128,Bread,Sobota,6,13,21,11,2016,PecivoNesl
2016-11-26,13:23:01,2129,NONE,Sobota,6,13,23,11,2016,OstatnePolozky
2016-11-26,13:23:01,2129,Mineral water,Sobota,6,13,23,11,2016,Napoje
2016-11-26,13:29:41,2130,Alfajores,Sobota,6,13,29,11,2016,Sladkosti
2016-11-26,13:29:41,2130,Muffin,Sobota,6,13,29,11,2016,Sladkosti
2016-11-26,13:29:41,2130,Cake,Sobota,6,13,29,11,2016,Sladkosti
2016-11-26,13:32:00,2131,Tea,Sobota,6,13,32,11,2016,Napoje
2016-11-26,13:33:30,2132,Bread,Sobota,6,13,33,11,2016,PecivoNesl
2016-11-26,13:41:15,2133,NONE,Sobota,6,13,41,11,2016,OstatnePolozky
2016-11-26,13:41:15,2133,Bread,Sobota,6,13,41,11,2016,PecivoNesl
2016-11-27,10:10:53,2165,Jammie Dodgers,Nedela,7,10,10,11,2016,OstatnePolozky
2016-11-27,10:23:03,2166,Coffee,Nedela,7,10,23,11,2016,Napoje
2016-11-27,10:27:40,2167,Coffee,Nedela,7,10,27,11,2016,Napoje
2016-11-27,10:27:40,2167,Bakewell,Nedela,7,10,27,11,2016,OstatnePolozky
2016-11-27,10:34:24,2168,Bread,Nedela,7,10,34,11,2016,PecivoNesl
2016-11-27,10:34:24,2168,Tea,Nedela,7,10,34,11,2016,Napoje
2016-11-27,10:34:24,2168,NONE,Nedela,7,10,34,11,2016,OstatnePolozky
2016-11-27,10:34:24,2168,Pastry,Nedela,7,10,34,11,2016,OstatnePolozky
2016-11-27,10:48:12,2169,Bread,Nedela,7,10,48,11,2016,PecivoNesl
2016-11-27,10:48:12,2169,Coffee,Nedela,7,10,48,11,2016,Napoje
2016-11-27,10:48:12,2169,Bread,Nedela,7,10,48,11,2016,PecivoNesl
2016-11-27,10:48:12,2169,Hot chocolate,Nedela,7,10,48,11,2016,Napoje
2016-11-27,10:51:20,2170,NONE,Nedela,7,10,51,11,2016,OstatnePolozky
2016-11-27,10:51:20,2170,Pastry,Nedela,7,10,51,11,2016,OstatnePolozky
2016-11-27,10:51:20,2170,Coffee,Nedela,7,10,51,11,2016,Napoje
2016-11-27,10:51:20,2170,Hot chocolate,Nedela,7,10,51,11,2016,Napoje
2016-11-27,10:53:06,2171,Bread,Nedela,7,10,53,11,2016,PecivoNesl
2016-11-27,10:53:06,2171,Bread,Nedela,7,10,53,11,2016,PecivoNesl
2016-11-27,10:53:06,2171,Coffee,Nedela,7,10,53,11,2016,Napoje
2016-11-27,10:55:20,2172,Alfajores,Nedela,7,10,55,11,2016,Sladkosti
2016-11-27,10:55:20,2172,Pastry,Nedela,7,10,55,11,2016,OstatnePolozky
2016-11-27,10:59:57,2173,Bread,Nedela,7,10,59,11,2016,PecivoNesl
2016-11-27,11:02:01,2174,Coffee,Nedela,7,11,2,11,2016,Napoje
2016-11-27,11:02:01,2174,Hot chocolate,Nedela,7,11,2,11,2016,Napoje
2016-11-27,11:02:01,2174,Muffin,Nedela,7,11,2,11,2016,Sladkosti
2016-11-27,11:08:29,2175,Bread,Nedela,7,11,8,11,2016,PecivoNesl
2016-11-27,11:08:29,2175,Coffee,Nedela,7,11,8,11,2016,Napoje
2016-11-27,11:08:29,2175,Coffee,Nedela,7,11,8,11,2016,Napoje
2016-11-27,11:08:29,2175,Smoothies,Nedela,7,11,8,11,2016,Napoje
2016-11-27,11:08:29,2175,Pastry,Nedela,7,11,8,11,2016,OstatnePolozky
2016-11-27,11:14:35,2176,Brownie,Nedela,7,11,14,11,2016,Sladkosti
2016-11-27,11:14:35,2176,Hot chocolate,Nedela,7,11,14,11,2016,Napoje
2016-11-27,11:14:35,2176,Coffee,Nedela,7,11,14,11,2016,Napoje
2016-11-27,11:17:13,2177,Tartine,Nedela,7,11,17,11,2016,OstatnePolozky
2016-11-27,11:17:13,2177,Hearty & Seasonal,Nedela,7,11,17,11,2016,OstatnePolozky
2016-11-27,11:17:32,2178,Fudge,Nedela,7,11,17,11,2016,OstatnePolozky
2016-11-27,11:18:45,2179,Bread,Nedela,7,11,18,11,2016,PecivoNesl
2016-11-27,11:20:08,2180,Coffee,Nedela,7,11,20,11,2016,Napoje
2016-11-27,11:21:34,2181,Coffee,Nedela,7,11,21,11,2016,Napoje
2016-11-27,11:21:34,2181,Keeping It Local,Nedela,7,11,21,11,2016,OstatnePolozky
2016-11-27,11:23:45,2182,Coffee,Nedela,7,11,23,11,2016,Napoje
2016-11-27,11:23:45,2182,Tea,Nedela,7,11,23,11,2016,Napoje
2016-11-27,11:23:45,2182,Medialuna,Nedela,7,11,23,11,2016,Sladkosti
2016-11-27,11:25:50,2183,Medialuna,Nedela,7,11,25,11,2016,Sladkosti
2016-11-27,11:25:50,2183,Jammie Dodgers,Nedela,7,11,25,11,2016,OstatnePolozky
2016-11-27,11:25:50,2183,Tea,Nedela,7,11,25,11,2016,Napoje
2016-11-27,11:25:50,2183,Hot chocolate,Nedela,7,11,25,11,2016,Napoje
2016-11-27,11:25:50,2183,NONE,Nedela,7,11,25,11,2016,OstatnePolozky
2016-11-27,11:25:50,2183,Muffin,Nedela,7,11,25,11,2016,Sladkosti
2016-11-27,11:27:36,2184,NONE,Nedela,7,11,27,11,2016,OstatnePolozky
