Transaction,Polozky
1770,OstatnePolozky
1771,Sladkosti
1771,Napoje
1772,Napoje
1772,Sladkosti
1772,Sladkosti
1772,Napoje
1772,OstatnePolozky
1773,PecivoNesl
1774,PecivoNesl
1774,PecivoNesl
1774,Sladkosti
1775,Sladkosti
1775,PecivoNesl
1775,Sladkosti
1775,Napoje
1776,PecivoNesl
1777,OstatnePolozky
1777,Sladkosti
1777,Napoje
1777,Sladkosti
1777,Sladkosti
1778,Napoje
1778,Napoje
1778,Sladkosti
1779,Napoje
1779,Sladkosti
1779,Sladkosti
1780,Napoje
1780,OstatnePolozky
1780,OstatnePolozky
1781,PecivoNesl
1782,Sladkosti
1782,Sladkosti
1783,Sladkosti
1783,PecivoNesl
1783,Napoje
1783,Sladkosti
1784,PecivoNesl
1785,Napoje
1785,Sladkosti
1786,Napoje
1786,PecivoNesl
1787,Sladkosti
1787,Sladkosti
1787,Napoje
1788,PecivoNesl
1788,PecivoNesl
1789,Sladkosti
1789,Napoje
1789,Sladkosti
1789,Sladkosti
1789,Sladkosti
1790,Sladkosti
1790,Sladkosti
1790,Napoje
1791,Napoje
1791,Sladkosti
1791,Sladkosti
1792,Sladkosti
1792,Napoje
1793,Napoje
1793,Napoje
1793,Sladkosti
1793,Sladkosti
1794,Sladkosti
1795,PecivoNesl
1796,Napoje
1796,Sladkosti
1797,Sladkosti
1797,OstatnePolozky
1797,PecivoNesl
1798,Napoje
1799,OstatnePolozky
1824,OstatnePolozky
1825,Napoje
1826,PecivoNesl
1827,OstatnePolozky
1827,PecivoNesl
1828,Napoje
1829,Napoje
1829,Sladkosti
1830,PecivoNesl
1830,OstatnePolozky
1801,Napoje
1802,PecivoNesl
1821,Napoje
1821,OstatnePolozky
1821,OstatnePolozky
1821,OstatnePolozky
1822,OstatnePolozky
1822,Napoje
1823,Napoje
1823,PecivoNesl
1830,Napoje
1831,Sladkosti
1832,PecivoNesl
1832,OstatnePolozky
1832,Sladkosti
1834,Sladkosti
1834,Sladkosti
1835,Napoje
1835,Sladkosti
1836,Napoje
1836,Sladkosti
1837,Napoje
1837,Napoje
1837,PecivoNesl
1837,Sladkosti
1837,PecivoNesl
1838,Sladkosti
1839,Napoje
1839,Napoje
1840,Sladkosti
1840,Sladkosti
1840,Napoje
1840,OstatnePolozky
1841,Napoje
1841,Napoje
1841,PecivoNesl
1841,Sladkosti
1842,PecivoNesl
1843,OstatnePolozky
1844,Napoje
1844,Napoje
1844,OstatnePolozky
1845,Sladkosti
1846,Sladkosti
1800,Napoje
1803,Napoje
1804,Napoje
1805,PecivoNesl
1805,OstatnePolozky
1806,Napoje
1807,Napoje
1807,OstatnePolozky
1808,OstatnePolozky
1808,Napoje
1808,Napoje
1809,Napoje
1809,Sladkosti
1810,Napoje
1811,Napoje
1811,OstatnePolozky
1812,Napoje
1813,Napoje
1813,OstatnePolozky
1814,OstatnePolozky
1814,Napoje
1814,Napoje
1815,Napoje
1815,Sladkosti
1815,Sladkosti
1816,Napoje
1816,OstatnePolozky
1817,Napoje
1818,Napoje
1819,Napoje
1819,Napoje
1819,OstatnePolozky
1819,Sladkosti
1820,Napoje
1821,Napoje
1821,PecivoNesl
1832,OstatnePolozky
1833,PecivoNesl
1834,Napoje
1847,Sladkosti
1848,OstatnePolozky
1847,Napoje
1848,Napoje
1849,Napoje
1850,Napoje
1850,Sladkosti
1851,PecivoNesl
1851,PecivoNesl
1852,PecivoNesl
1852,PecivoNesl
1853,OstatnePolozky
1853,OstatnePolozky
1853,Napoje
1853,Napoje
1856,PecivoNesl
1857,Napoje
1857,Sladkosti
1858,Napoje
1858,Napoje
1858,OstatnePolozky
1859,Napoje
1860,Napoje
1860,Sladkosti
1860,PecivoNesl
1861,PecivoNesl
1861,Napoje
1862,Sladkosti
1862,PecivoNesl
1862,Napoje
1854,PecivoNesl
1855,Napoje
1886,Napoje
1886,Napoje
1886,Sladkosti
1887,Napoje
1888,Napoje
1888,PecivoNesl
1889,Sladkosti
1889,Napoje
1862,Sladkosti
1863,PecivoNesl
1864,Napoje
1864,Sladkosti
1864,Sladkosti
1865,PecivoNesl
1866,Napoje
1867,Sladkosti
1868,Napoje
1868,PecivoNesl
1868,Sladkosti
1869,Napoje
1869,Sladkosti
1869,OstatnePolozky
1870,Napoje
1870,OstatnePolozky
1871,Napoje
1872,OstatnePolozky
1872,Sladkosti
1872,Napoje
1872,Napoje
1873,PecivoNesl
1874,Napoje
1874,Sladkosti
1875,PecivoNesl
1875,Napoje
1875,Napoje
1875,Napoje
1875,Sladkosti
1875,Sladkosti
1876,Napoje
1876,Sladkosti
1876,Napoje
1876,Sladkosti
1877,Napoje
1877,Napoje
1878,Napoje
1879,Napoje
1879,Sladkosti
1880,PecivoNesl
1880,Sladkosti
1881,PecivoNesl
1882,Napoje
1884,OstatnePolozky
1885,Napoje
1885,Sladkosti
1885,Sladkosti
1891,OstatnePolozky
1891,Napoje
1891,Sladkosti
1892,Napoje
1892,Sladkosti
1890,Sladkosti
1891,Napoje
1892,Napoje
1893,Napoje
1892,OstatnePolozky
1890,Napoje
1893,Napoje
1893,Sladkosti
1893,OstatnePolozky
1894,Napoje
1894,OstatnePolozky
1894,PecivoNesl
1895,Napoje
1896,OstatnePolozky
1896,Napoje
1897,Napoje
1898,Napoje
1898,PecivoNesl
1899,Napoje
1899,PecivoNesl
1900,PecivoNesl
1900,OstatnePolozky
1900,Sladkosti
1901,Napoje
1902,Sladkosti
1902,Sladkosti
1903,PecivoNesl
1904,OstatnePolozky
1933,OstatnePolozky
1934,PecivoNesl
1904,Napoje
1930,Napoje
1930,Sladkosti
1931,Sladkosti
1931,PecivoNesl
1932,Napoje
1933,Napoje
1929,Napoje
1904,PecivoNesl
1905,Napoje
1905,Sladkosti
1906,Napoje
1907,Napoje
1907,Sladkosti
1907,Sladkosti
1907,Napoje
1908,Napoje
1908,Sladkosti
1909,OstatnePolozky
1909,Napoje
1910,Napoje
1910,PecivoNesl
1910,Napoje
1910,OstatnePolozky
1910,Sladkosti
1910,Sladkosti
1911,Napoje
1912,Sladkosti
1913,PecivoNesl
1914,Napoje
1924,Napoje
1925,Napoje
1925,Sladkosti
1926,Napoje
1926,Napoje
1926,Sladkosti
1927,Napoje
1928,Napoje
1915,Napoje
1915,PecivoNesl
1916,OstatnePolozky
1917,OstatnePolozky
1917,Sladkosti
1917,Napoje
1919,PecivoNesl
1920,PecivoNesl
1920,OstatnePolozky
1921,PecivoNesl
1922,OstatnePolozky
1922,Napoje
1923,Napoje
1923,PecivoNesl
1994,Napoje
1994,Napoje
1995,OstatnePolozky
1995,Sladkosti
1995,Napoje
1995,Sladkosti
1996,Napoje
1987,Napoje
1988,PecivoNesl
1989,Napoje
1989,Sladkosti
1990,Sladkosti
1990,Sladkosti
1991,OstatnePolozky
1991,Sladkosti
1991,Napoje
1992,Napoje
1993,Sladkosti
1993,Napoje
1985,Napoje
1985,Sladkosti
1986,Napoje
1986,Sladkosti
1987,Napoje
1945,OstatnePolozky
1946,PecivoNesl
1946,Sladkosti
1947,Sladkosti
1947,Sladkosti
1947,OstatnePolozky
1947,Sladkosti
1948,Napoje
1949,Napoje
1950,Napoje
1950,Sladkosti
1951,Napoje
1951,PecivoNesl
1952,Napoje
1953,PecivoNesl
1953,Napoje
1941,OstatnePolozky
1941,PecivoNesl
1942,PecivoNesl
1942,OstatnePolozky
1943,OstatnePolozky
1943,OstatnePolozky
1944,Napoje
1945,Napoje
1953,Sladkosti
1954,PecivoNesl
1954,PecivoNesl
1954,Napoje
1955,Napoje
1955,Sladkosti
1956,Napoje
1956,OstatnePolozky
1957,PecivoNesl
1957,Sladkosti
1958,PecivoNesl
1958,OstatnePolozky
1958,PecivoNesl
1958,Napoje
1959,PecivoNesl
1960,Napoje
1960,Napoje
1960,Sladkosti
1961,PecivoNesl
1962,Napoje
1962,Sladkosti
1963,PecivoNesl
1964,Napoje
1964,Napoje
1965,Napoje
1975,Napoje
1976,PecivoNesl
1976,Sladkosti
1977,PecivoNesl
1978,Napoje
1978,PecivoNesl
1978,OstatnePolozky
1979,Napoje
1980,Napoje
1980,Sladkosti
1981,OstatnePolozky
1981,Napoje
1981,PecivoNesl
1982,Napoje
1982,PecivoNesl
1983,Napoje
1984,Sladkosti
1935,PecivoNesl
1936,Napoje
1937,Napoje
1938,Napoje
1939,OstatnePolozky
1940,Napoje
1940,OstatnePolozky
1965,Sladkosti
1966,OstatnePolozky
1966,PecivoNesl
1966,Napoje
1967,OstatnePolozky
1967,OstatnePolozky
1967,Napoje
1967,Napoje
1968,PecivoNesl
1969,PecivoNesl
1970,Napoje
1970,PecivoNesl
1971,Napoje
1971,Sladkosti
1972,OstatnePolozky
1972,Napoje
1972,Napoje
1972,PecivoNesl
1973,Sladkosti
1974,PecivoNesl
1974,PecivoNesl
2014,Napoje
2013,Sladkosti
2015,Napoje
2013,Napoje
2014,OstatnePolozky
2016,PecivoNesl
2016,Sladkosti
2011,OstatnePolozky
2012,PecivoNesl
2011,Napoje
2010,PecivoNesl
2008,Napoje
2009,Napoje
2004,OstatnePolozky
2004,PecivoNesl
2005,PecivoNesl
2009,Napoje
2010,OstatnePolozky
2010,Napoje
2010,Sladkosti
2004,Napoje
2005,Napoje
2006,PecivoNesl
2007,OstatnePolozky
2007,Napoje
2007,PecivoNesl
1997,Napoje
1997,Sladkosti
1998,Napoje
1998,OstatnePolozky
1999,Napoje
1999,Napoje
2000,Napoje
2001,Napoje
2001,Sladkosti
2002,Napoje
2000,PecivoNesl
2003,Napoje
2017,PecivoNesl
2017,OstatnePolozky
2018,Sladkosti
2018,Napoje
2019,PecivoNesl
2020,Napoje
2020,Napoje
2021,Napoje
2022,PecivoNesl
2023,OstatnePolozky
2024,Napoje
2024,OstatnePolozky
2025,Sladkosti
2025,Napoje
2025,Napoje
2025,Sladkosti
2026,Napoje
2026,Sladkosti
2027,Napoje
2027,PecivoNesl
2028,Napoje
2029,Napoje
2029,Napoje
2030,PecivoNesl
2031,Napoje
2031,PecivoNesl
2031,OstatnePolozky
2032,OstatnePolozky
2033,Napoje
2034,OstatnePolozky
2034,Napoje
2035,PecivoNesl
2035,PecivoNesl
2036,Napoje
2036,OstatnePolozky
2036,Sladkosti
2037,PecivoNesl
2038,Napoje
2038,Sladkosti
2039,Napoje
2060,OstatnePolozky
2061,Napoje
2061,Sladkosti
2062,Sladkosti
2063,Napoje
2063,PecivoNesl
2063,OstatnePolozky
2063,Sladkosti
2065,Napoje
2065,Sladkosti
2065,Sladkosti
2066,Napoje
2066,Sladkosti
2066,Sladkosti
2066,OstatnePolozky
2066,PecivoNesl
2067,Sladkosti
2067,OstatnePolozky
2068,Sladkosti
2052,PecivoNesl
2053,Napoje
2053,OstatnePolozky
2054,Napoje
2055,PecivoNesl
2055,OstatnePolozky
2057,Napoje
2057,Napoje
2058,PecivoNesl
2058,Sladkosti
2059,Sladkosti
2059,Sladkosti
2059,PecivoNesl
2051,PecivoNesl
2051,OstatnePolozky
2052,Napoje
2052,PecivoNesl
2039,Napoje
2039,OstatnePolozky
2040,OstatnePolozky
2040,Napoje
2041,OstatnePolozky
2050,OstatnePolozky
2049,OstatnePolozky
2050,Napoje
2051,PecivoNesl
2042,OstatnePolozky
2042,Napoje
2049,PecivoNesl
2043,PecivoNesl
2043,Napoje
2044,PecivoNesl
2048,Napoje
2048,OstatnePolozky
2047,OstatnePolozky
2045,PecivoNesl
2045,Napoje
2045,OstatnePolozky
2045,PecivoNesl
2156,Napoje
2156,Napoje
2157,Napoje
2157,Sladkosti
2146,Napoje
2147,Sladkosti
2147,PecivoNesl
2147,Napoje
2148,PecivoNesl
2148,Sladkosti
2148,Napoje
2148,Napoje
2149,PecivoNesl
2149,Napoje
2149,Sladkosti
2149,Sladkosti
2150,PecivoNesl
2150,Sladkosti
2150,Napoje
2135,Napoje
2135,PecivoNesl
2135,OstatnePolozky
2135,PecivoNesl
2136,Napoje
2136,Napoje
2137,Sladkosti
2138,PecivoNesl
2138,Napoje
2139,OstatnePolozky
2140,PecivoNesl
2141,OstatnePolozky
2141,Sladkosti
2141,Napoje
2142,Napoje
2142,Napoje
2142,OstatnePolozky
2142,Sladkosti
2143,Napoje
2143,Napoje
2143,Sladkosti
2143,Sladkosti
2144,Sladkosti
2145,PecivoNesl
2145,PecivoNesl
2146,OstatnePolozky
2151,Napoje
2151,PecivoNesl
2151,Sladkosti
2151,Napoje
2151,OstatnePolozky
2152,Napoje
2152,Sladkosti
2153,OstatnePolozky
2153,Sladkosti
2154,OstatnePolozky
2155,OstatnePolozky
2155,Napoje
2155,OstatnePolozky
2155,OstatnePolozky
2156,OstatnePolozky
2156,Sladkosti
2156,Sladkosti
2156,Napoje
2134,PecivoNesl
2069,PecivoNesl
2070,Napoje
2071,PecivoNesl
2071,Napoje
2071,PecivoNesl
2072,PecivoNesl
2073,PecivoNesl
2073,Napoje
2073,Sladkosti
2074,PecivoNesl
2075,PecivoNesl
2076,OstatnePolozky
2077,OstatnePolozky
2077,PecivoNesl
2078,OstatnePolozky
2079,Sladkosti
2079,PecivoNesl
2079,Napoje
2080,Napoje
2081,Napoje
2082,PecivoNesl
2082,Sladkosti
2083,Sladkosti
2084,Sladkosti
2084,Napoje
2085,PecivoNesl
2086,PecivoNesl
2087,Sladkosti
2088,PecivoNesl
2089,Napoje
2090,PecivoNesl
2091,PecivoNesl
2092,Napoje
2092,Sladkosti
2093,PecivoNesl
2094,Sladkosti
2094,PecivoNesl
2094,Napoje
2094,Napoje
2094,OstatnePolozky
2095,PecivoNesl
2096,Sladkosti
2096,Sladkosti
2096,Sladkosti
2096,OstatnePolozky
2097,PecivoNesl
2097,OstatnePolozky
2098,Napoje
2099,Napoje
2100,PecivoNesl
2101,PecivoNesl
2102,OstatnePolozky
2102,Sladkosti
2102,Napoje
2103,Sladkosti
2103,OstatnePolozky
2103,PecivoNesl
2103,Napoje
2104,OstatnePolozky
2104,Sladkosti
2104,PecivoNesl
2105,Napoje
2105,Napoje
2105,OstatnePolozky
2106,Napoje
2107,Napoje
2108,Napoje
2108,Napoje
2109,Sladkosti
2109,Sladkosti
2109,OstatnePolozky
2109,Napoje
2109,Napoje
2109,Napoje
2110,Napoje
2111,Sladkosti
2112,OstatnePolozky
2112,OstatnePolozky
2112,Napoje
2112,PecivoNesl
2112,Napoje
2113,Napoje
2113,OstatnePolozky
2114,Napoje
2114,PecivoNesl
2115,PecivoNesl
2116,OstatnePolozky
2116,Napoje
2116,Napoje
2117,Napoje
2117,OstatnePolozky
2117,PecivoNesl
2118,Napoje
2118,Napoje
2118,PecivoNesl
2119,PecivoNesl
2120,Napoje
2120,Sladkosti
2121,PecivoNesl
2121,PecivoNesl
2122,Napoje
2122,Napoje
2123,Napoje
2123,OstatnePolozky
2123,OstatnePolozky
2124,Napoje
2124,Napoje
2124,PecivoNesl
2125,Napoje
2125,Sladkosti
2126,Napoje
2126,Napoje
2127,PecivoNesl
2128,PecivoNesl
2129,OstatnePolozky
2129,Napoje
2130,Sladkosti
2130,Sladkosti
2130,Sladkosti
2131,Napoje
2132,PecivoNesl
2133,OstatnePolozky
2133,PecivoNesl
2165,OstatnePolozky
2166,Napoje
2167,Napoje
2167,OstatnePolozky
2168,PecivoNesl
2168,Napoje
2168,OstatnePolozky
2168,OstatnePolozky
2169,PecivoNesl
2169,Napoje
2169,PecivoNesl
2169,Napoje
2170,OstatnePolozky
2170,OstatnePolozky
2170,Napoje
2170,Napoje
2171,PecivoNesl
2171,PecivoNesl
2171,Napoje
2172,Sladkosti
2172,OstatnePolozky
2173,PecivoNesl
2174,Napoje
2174,Napoje
2174,Sladkosti
2175,PecivoNesl
2175,Napoje
2175,Napoje
2175,Napoje
2175,OstatnePolozky
2176,Sladkosti
2176,Napoje
2176,Napoje
2177,OstatnePolozky
2177,OstatnePolozky
2178,OstatnePolozky
2179,PecivoNesl
2180,Napoje
2181,Napoje
2181,OstatnePolozky
2182,Napoje
2182,Napoje
2182,Sladkosti
2183,Sladkosti
2183,OstatnePolozky
2183,Napoje
2183,Napoje
2183,OstatnePolozky
2183,Sladkosti
2184,OstatnePolozky
2184,Napoje
2185,Napoje
2185,OstatnePolozky
2186,Napoje
2186,Sladkosti
2186,Napoje
2187,PecivoNesl
2187,Napoje
2187,Sladkosti
2188,PecivoNesl
2189,PecivoNesl
2190,Sladkosti
2190,Sladkosti
2190,Sladkosti
2190,Sladkosti
2190,Napoje
2190,Napoje
2190,Napoje
2191,OstatnePolozky
2192,Sladkosti
2192,Napoje
2193,OstatnePolozky
2194,Napoje
2194,OstatnePolozky
2195,Sladkosti
2195,OstatnePolozky
2195,OstatnePolozky
2195,Napoje
2195,Napoje
2196,Napoje
2196,Napoje
2196,Napoje
2196,Sladkosti
2196,Sladkosti
2197,Napoje
2197,Napoje
2197,Sladkosti
2197,OstatnePolozky
2198,Napoje
2198,PecivoNesl
2198,OstatnePolozky
2199,OstatnePolozky
2200,Napoje
2200,Napoje
2200,Sladkosti
2201,OstatnePolozky
2201,Napoje
2202,Napoje
2202,Napoje
2202,Napoje
2203,OstatnePolozky
2203,Sladkosti
2204,Napoje
2204,OstatnePolozky
2205,Napoje
2158,Napoje
2158,OstatnePolozky
2158,OstatnePolozky
2158,PecivoNesl
2159,Napoje
2160,Napoje
2160,OstatnePolozky
2160,OstatnePolozky
2160,Napoje
2161,Sladkosti
2162,Napoje
2162,Napoje
2162,Napoje
2162,Napoje
2162,OstatnePolozky
2162,Sladkosti
2162,Napoje
2162,OstatnePolozky
2163,Sladkosti
2163,OstatnePolozky
2164,Napoje
2164,Sladkosti
2165,Napoje
2211,Sladkosti
2205,Sladkosti
2206,Sladkosti
2206,Sladkosti
2207,Napoje
2207,Napoje
2207,PecivoNesl
2207,OstatnePolozky
2207,OstatnePolozky
2207,Sladkosti
2207,Sladkosti
2208,OstatnePolozky
2209,Napoje
2210,Napoje
2210,Napoje
2210,Sladkosti
2210,Sladkosti
2211,Sladkosti
2211,Napoje
2211,Napoje
2212,OstatnePolozky
2213,Napoje
2213,OstatnePolozky
2214,Sladkosti
2214,OstatnePolozky
2214,PecivoNesl
2214,Napoje
2215,Napoje
2215,Napoje
2216,Napoje
2237,PecivoNesl
2238,Sladkosti
2238,Napoje
2217,Napoje
2217,PecivoNesl
2218,OstatnePolozky
2219,PecivoNesl
2220,Sladkosti
2220,Napoje
2221,Napoje
2222,Napoje
2222,Napoje
2223,Napoje
2223,OstatnePolozky
2224,Napoje
2225,Napoje
2225,OstatnePolozky
2225,OstatnePolozky
2226,PecivoNesl
2227,Napoje
2228,Napoje
2228,Napoje
2229,Napoje
2229,Napoje
2229,Sladkosti
2229,OstatnePolozky
2230,OstatnePolozky
2230,Napoje
2231,Napoje
2231,Sladkosti
2232,Napoje
2232,Napoje
2232,OstatnePolozky
2234,OstatnePolozky
2234,PecivoNesl
2234,Sladkosti
2234,Napoje
2234,PecivoNesl
2235,OstatnePolozky
2235,PecivoNesl
2235,OstatnePolozky
2235,PecivoNesl
2235,Napoje
2236,PecivoNesl
2236,Sladkosti
2238,Napoje
2239,PecivoNesl
2240,OstatnePolozky
2241,Napoje
2242,PecivoNesl
2242,Napoje
2256,PecivoNesl
2255,Napoje
2259,Sladkosti
2259,Sladkosti
2259,Napoje
2260,Napoje
2255,Napoje
2256,Napoje
2256,Napoje
2253,PecivoNesl
2254,PecivoNesl
2242,Napoje
2244,PecivoNesl
2251,Napoje
2251,OstatnePolozky
2251,Sladkosti
2256,Sladkosti
2257,OstatnePolozky
2257,Sladkosti
2257,Napoje
2259,Napoje
2250,Napoje
2251,Napoje
2252,PecivoNesl
2259,Napoje
2249,PecivoNesl
2257,Napoje
2258,PecivoNesl
2242,OstatnePolozky
2243,Napoje
2244,Napoje
2244,Napoje
2244,Napoje
2245,Napoje
2246,PecivoNesl
2246,Napoje
2247,OstatnePolozky
2248,PecivoNesl
2261,OstatnePolozky
2261,OstatnePolozky
2262,OstatnePolozky
2262,PecivoNesl
2296,Sladkosti
2297,OstatnePolozky
2297,Napoje
2304,Sladkosti
2304,PecivoNesl
2305,Napoje
2305,Napoje
2305,Sladkosti
2278,PecivoNesl
2279,OstatnePolozky
2280,Sladkosti
2280,Napoje
2281,PecivoNesl
2281,Napoje
2281,PecivoNesl
2282,Napoje
2283,Napoje
2284,PecivoNesl
2290,Napoje
2291,Sladkosti
2291,Napoje
2292,OstatnePolozky
2293,OstatnePolozky
2294,Napoje
2294,OstatnePolozky
2295,Napoje
2295,PecivoNesl
2296,Napoje
2297,Sladkosti
2297,Sladkosti
2301,OstatnePolozky
2301,PecivoNesl
2302,OstatnePolozky
2303,Sladkosti
2303,OstatnePolozky
2303,PecivoNesl
2304,Napoje
2307,Napoje
2307,Napoje
2307,PecivoNesl
2307,OstatnePolozky
2307,OstatnePolozky
2284,OstatnePolozky
2285,Napoje
2286,Napoje
2287,Napoje
2287,Sladkosti
2288,PecivoNesl
2289,PecivoNesl
2289,PecivoNesl
2298,Sladkosti
2299,OstatnePolozky
2300,Napoje
2304,Napoje
2308,Napoje
2308,Napoje
2308,Sladkosti
2309,Napoje
2309,PecivoNesl
2310,Napoje
2311,Sladkosti
2311,OstatnePolozky
2312,Sladkosti
2313,Sladkosti
2313,Napoje
2314,PecivoNesl
2276,Sladkosti
2276,Napoje
2277,Napoje
2277,Sladkosti
2278,Napoje
2309,Sladkosti
2268,Napoje
2275,Sladkosti
2275,OstatnePolozky
2267,OstatnePolozky
2267,Napoje
2267,Napoje
2265,Sladkosti
2266,PecivoNesl
2262,Napoje
2267,OstatnePolozky
2270,Napoje
2263,Napoje
2263,OstatnePolozky
2264,Napoje
2275,Napoje
2275,Napoje
2272,Napoje
2265,Napoje
2274,PecivoNesl
2273,PecivoNesl
2274,PecivoNesl
2270,Napoje
2271,PecivoNesl
2270,OstatnePolozky
2268,OstatnePolozky
2269,PecivoNesl
2347,Sladkosti
2347,PecivoNesl
2348,PecivoNesl
2348,Sladkosti
2348,Sladkosti
2349,OstatnePolozky
2350,PecivoNesl
2351,OstatnePolozky
2351,Napoje
2352,Napoje
2352,OstatnePolozky
2352,PecivoNesl
2352,Sladkosti
2353,Napoje
2354,Sladkosti
2355,OstatnePolozky
2355,PecivoNesl
2355,Napoje
2355,PecivoNesl
2355,Napoje
2355,Sladkosti
2355,PecivoNesl
2356,OstatnePolozky
2356,PecivoNesl
2356,Sladkosti
2339,OstatnePolozky
2340,Napoje
2340,Napoje
2340,OstatnePolozky
2340,Napoje
2340,OstatnePolozky
2340,Sladkosti
2341,Napoje
2342,Napoje
2342,Sladkosti
2343,PecivoNesl
2343,PecivoNesl
2343,OstatnePolozky
2344,Sladkosti
2344,Napoje
2345,OstatnePolozky
2346,OstatnePolozky
2346,Napoje
2346,Napoje
2346,OstatnePolozky
2346,Sladkosti
2347,Napoje
2357,Napoje
2358,Napoje
2358,Napoje
2358,Sladkosti
2359,Napoje
2359,Sladkosti
2360,Napoje
2360,PecivoNesl
2361,Napoje
2361,Sladkosti
2361,Napoje
2362,Napoje
2362,OstatnePolozky
2363,PecivoNesl
2363,Napoje
2364,Napoje
2364,OstatnePolozky
2365,Napoje
2366,Napoje
2366,Sladkosti
2367,Sladkosti
2367,PecivoNesl
2367,PecivoNesl
2315,PecivoNesl
2316,Sladkosti
2316,PecivoNesl
2317,Sladkosti
2317,PecivoNesl
2318,PecivoNesl
2319,OstatnePolozky
2320,Sladkosti
2320,OstatnePolozky
2321,OstatnePolozky
2321,Sladkosti
2321,Napoje
2322,Napoje
2322,Napoje
2332,OstatnePolozky
2333,Napoje
2339,OstatnePolozky
2339,Napoje
2339,OstatnePolozky
2323,Napoje
2323,Napoje
2323,Napoje
2324,Napoje
2325,Napoje
2325,OstatnePolozky
2326,Napoje
2327,OstatnePolozky
2328,Napoje
2328,Napoje
2329,PecivoNesl
2329,Sladkosti
2330,OstatnePolozky
2330,PecivoNesl
2331,Napoje
2331,OstatnePolozky
2332,Napoje
2334,PecivoNesl
2335,PecivoNesl
2335,Sladkosti
2336,OstatnePolozky
2337,Napoje
2338,PecivoNesl
2339,OstatnePolozky
2370,Napoje
2371,Napoje
2371,Napoje
2371,OstatnePolozky
2371,PecivoNesl
2372,OstatnePolozky
2372,Napoje
2373,PecivoNesl
2373,Napoje
2373,Sladkosti
2373,OstatnePolozky
2374,PecivoNesl
2374,Napoje
2374,Napoje
2375,Napoje
2368,PecivoNesl
2369,PecivoNesl
2369,OstatnePolozky
2369,OstatnePolozky
2375,OstatnePolozky
2376,Napoje
2376,OstatnePolozky
2377,OstatnePolozky
2377,Napoje
2378,Napoje
2378,OstatnePolozky
2379,Napoje
2380,Sladkosti
2381,OstatnePolozky
2382,PecivoNesl
2383,Napoje
2383,Napoje
2384,OstatnePolozky
2385,PecivoNesl
2385,Napoje
2385,OstatnePolozky
2385,OstatnePolozky
2386,PecivoNesl
2386,Napoje
2387,OstatnePolozky
2388,PecivoNesl
2389,OstatnePolozky
2390,PecivoNesl
2391,PecivoNesl
2391,Sladkosti
2391,PecivoNesl
2392,PecivoNesl
2392,Napoje
2415,Napoje
2415,PecivoNesl
2416,Sladkosti
2417,Sladkosti
2402,Napoje
2402,Sladkosti
2403,Napoje
2404,OstatnePolozky
2404,Sladkosti
2406,PecivoNesl
2407,Napoje
2409,Napoje
2410,PecivoNesl
2412,Napoje
2413,Napoje
2414,Napoje
2414,Napoje
2414,Sladkosti
2407,OstatnePolozky
2407,PecivoNesl
2408,Napoje
2408,Sladkosti
2400,PecivoNesl
2401,Napoje
2400,Sladkosti
2392,Napoje
2392,Napoje
2393,OstatnePolozky
2394,OstatnePolozky
2395,PecivoNesl
2396,Napoje
2396,Sladkosti
2397,OstatnePolozky
2397,PecivoNesl
2397,Napoje
2398,PecivoNesl
2398,Napoje
2399,PecivoNesl
2446,Napoje
2447,OstatnePolozky
2447,PecivoNesl
2419,Napoje
2420,Napoje
2421,PecivoNesl
2422,Napoje
2422,Sladkosti
2423,PecivoNesl
2424,Napoje
2425,Napoje
2433,PecivoNesl
2434,OstatnePolozky
2434,Napoje
2435,Napoje
2435,PecivoNesl
2435,OstatnePolozky
2436,Napoje
2440,Sladkosti
2441,PecivoNesl
2441,Sladkosti
2442,PecivoNesl
2442,Napoje
2443,PecivoNesl
2444,OstatnePolozky
2444,Napoje
2445,PecivoNesl
2446,Napoje
2418,Napoje
2418,OstatnePolozky
2426,Napoje
2427,OstatnePolozky
2427,Napoje
2428,PecivoNesl
2428,Napoje
2429,Napoje
2430,Napoje
2430,Napoje
2431,Napoje
2436,Sladkosti
2437,Napoje
2437,Napoje
2448,Sladkosti
2432,PecivoNesl
2433,Napoje
2438,PecivoNesl
2439,Napoje
2440,Napoje
2440,Napoje
2440,Sladkosti
2440,OstatnePolozky
2448,Napoje
2449,Napoje
2449,OstatnePolozky
2450,Napoje
2450,Sladkosti
2450,Sladkosti
2451,PecivoNesl
2451,OstatnePolozky
2451,OstatnePolozky
2452,PecivoNesl
2452,Sladkosti
2453,PecivoNesl
2453,PecivoNesl
2454,PecivoNesl
2455,OstatnePolozky
2456,OstatnePolozky
2457,OstatnePolozky
2457,Napoje
2458,PecivoNesl
2458,PecivoNesl
2476,Sladkosti
2477,Sladkosti
2477,Napoje
2477,Napoje
2477,Sladkosti
2478,Napoje
2478,Napoje
2478,Sladkosti
2479,PecivoNesl
2469,Napoje
2469,Sladkosti
2463,OstatnePolozky
2464,Napoje
2470,PecivoNesl
2470,PecivoNesl
2471,PecivoNesl
2471,Sladkosti
2472,Napoje
2472,Sladkosti
2473,Sladkosti
2474,Sladkosti
2474,OstatnePolozky
2475,Sladkosti
2475,Napoje
2481,Napoje
2481,OstatnePolozky
2482,PecivoNesl
2464,Sladkosti
2466,PecivoNesl
2467,PecivoNesl
